hand1,hand2,flop,turn,river,flop_quality,flop_dynamic_score
"['Ah', 'Kh']","['Ac', 'Ks']","['9d', '3d', '9h']",['8h'],['6h'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Ac', 'Kc']","['Ks', 'Kh']","['7c', '2c', '5s']",['Jc'],['3h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ad', 'Kd']","['Kh', 'Qh']","['2s', '5d', 'Jd']",['9s'],['4h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ah', 'Kh']","['Ks', 'Jh']","['8s', '2h', '7c']",['3s'],['5s'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ac', 'Kc']","['Kh', 'Th']","['Ts', '3d', '6d']",['4s'],['4c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ac', 'Kc']","['Kd', '9d']","['9c', 'Ks', 'Th']",['5c'],['8c'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['Ad', 'Kd']","['Ks', '8d']","['4s', 'Jd', '7d']",['7c'],['5h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['As', 'Ks']","['Kh', '7s']","['Jd', '9h', '2d']",['8d'],['5c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['Kc', '6c']","['5h', '9d', '8s']",['3d'],['5d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ad', 'Kd']","['Kc', '5c']","['8s', 'Jc', 'Qd']",['6c'],['Qh'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', 'Ks']","['Kh', '4h']","['Kd', '7s', 'Kc']",['9h'],['Ac'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['As', 'Ks']","['Kh', '3s']","['Jd', '8s', '6s']",['7h'],['2d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['Ks', '2d']","['9s', '7c', '8d']",['8s'],['4d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Ah', 'Kh']","['As', 'Qd']","['Jh', '9c', 'Tc']",['2h'],['Qh'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['Ac', 'Kc']","['Ks', 'Qc']","['As', '2d', '8c']",['4s'],['Ah'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['As', 'Ks']","['Qc', 'Qd']","['7s', 'Qh', '3h']",['Js'],['Jd'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ac', 'Kc']","['Qd', 'Jd']","['4c', '9s', '5h']",['6s'],['Jc'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ac', 'Kc']","['Qd', 'Td']","['Jh', 'Th', '5h']",['Ad'],['2h'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Ah', 'Kh']","['Qh', '9h']","['4d', 'Jd', 'Js']",['3s'],['9s'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ah', 'Kh']","['Qd', '8d']","['Ac', 'Tc', '4d']",['6c'],['Kd'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ah', 'Kh']","['Qh', '7h']","['8c', 'Td', '5c']",['Tc'],['Th'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Ks']","['Qc', '6c']","['Kc', '9h', '6s']",['4d'],['Jd'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['As', 'Ks']","['Qh', '5h']","['8h', '5d', '2d']",['7h'],['5c'],"['Disconnected', 'Two-tone', 'Unpaired']",2.25
"['Ad', 'Kd']","['Qh', '4h']","['5c', '2d', '3h']",['7d'],['5d'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Ad', 'Kd']","['Qc', '3c']","['Th', '5s', '6c']",['4c'],['Jc'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', 'Ks']","['Qh', '2h']","['5c', 'Tc', '5s']",['5d'],['3s'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', 'Kd']","['Ac', 'Js']","['5c', '9d', 'Ks']",['3d'],['8s'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Ad', 'Kd']","['Ks', 'Jc']","['6s', 'Ah', '9d']",['Kh'],['Th'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Ah', 'Kh']","['Qc', 'Jh']","['6c', '4s', '6s']",['7d'],['8h'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Ah', 'Kh']","['Jc', 'Js']","['Ad', '5c', '2c']",['7h'],['Ac'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ad', 'Kd']","['Jc', 'Tc']","['Th', '3s', '5c']",['3c'],['9s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Kh']","['Jd', '9d']","['Ts', '4h', 'Ks']",['As'],['9s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['As', 'Ks']","['Jc', '8c']","['6c', 'Qd', '6s']",['7s'],['Ah'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ah', 'Kh']","['Jc', '7c']","['Kd', '5c', '7h']",['3d'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['As', 'Ks']","['Jh', '6h']","['Qs', 'Kh', '2c']",['5h'],['Ac'],"['Moderately connected', 'Rainbow', 'Unpaired', 'King high']",1.5
"['As', 'Ks']","['Jh', '5h']","['9d', '9c', 'Qd']",['9h'],['Kh'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', 'Kd']","['Jd', '4d']","['8h', '3s', '3c']",['9c'],['2h'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['As', 'Ks']","['Jh', '3h']","['3c', '7s', '8h']",['8c'],['8d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ah', 'Kh']","['Jc', '2c']","['8s', 'Jh', 'Qs']",['8d'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Ks']","['Ad', 'Th']","['Jd', '4d', 'Jc']",['Ac'],['6d'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ac', 'Kc']","['Ks', 'Tc']","['6d', '6c', '7s']",['Th'],['8c'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Ad', 'Kd']","['Qd', 'Th']","['6d', 'Ts', '3d']",['Tc'],['9s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['As', 'Ks']","['Jd', 'Ts']","['8c', '8d', 'Js']",['8h'],['4s'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['Ac', 'Kc']","['Ts', 'Th']","['Ad', '2c', 'Qs']",['8c'],['4d'],"['Highly connected', 'Rainbow', 'Unpaired', 'Ace high']",3.0
"['Ad', 'Kd']","['Ts', '9s']","['7c', 'Kc', '7h']",['Ac'],['5h'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Ah', 'Kh']","['Ts', '8s']","['3c', 'Ad', 'Jd']",['Qs'],['Ac'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ah', 'Kh']","['Ts', '7s']","['2d', '8c', '3s']",['2h'],['9c'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['As', 'Ks']","['Td', '6d']","['8c', 'Ac', '2d']",['4c'],['7h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ac', 'Kc']","['Th', '5h']","['Qd', '8h', '8s']",['Ks'],['4h'],"['Disconnected', 'Rainbow', 'Paired']",1.0
"['As', 'Ks']","['Th', '4h']","['Tc', 'Kd', 'Js']",['3s'],['Kh'],"['Highly connected', 'Rainbow', 'Unpaired', 'King high']",3.0
"['Ac', 'Kc']","['Td', '3d']","['7d', 'Jc', '4d']",['2d'],['9d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['As', 'Ks']","['Tc', '2c']","['Qs', '5c', '4c']",['Td'],['Jd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['As', '9h']","['2d', '7s', 'Jd']",['4h'],['7d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ad', 'Kd']","['Ks', '9c']","['6h', 'As', '2h']",['2s'],['Qs'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ac', 'Kc']","['Qd', '9h']","['5c', 'Jh', '8h']",['6s'],['Qs'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ad', 'Kd']","['Jd', '9s']","['4c', '7s', '6d']",['5h'],['4h'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Ah', 'Kh']","['Td', '9h']","['Th', '7s', '6c']",['5d'],['2h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Kh']","['9s', '9c']","['Td', '2h', 'Qd']",['5d'],['3c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['9s', '8s']","['4d', '5c', '6d']",['3h'],['Qs'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Ac', 'Kc']","['9d', '7d']","['Tc', '3c', 'Ts']",['As'],['2c'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ad', 'Kd']","['9c', '6c']","['7s', '4c', '2s']",['2h'],['9d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ac', 'Kc']","['9c', '5c']","['9h', 'Qd', '7s']",['7c'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ac', 'Kc']","['9s', '4s']","['Qs', '3h', 'As']",['7s'],['6h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', 'Ks']","['9s', '3s']","['6c', 'Jd', '8c']",['3d'],['Ah'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Kc']","['9c', '2c']","['5s', 'Ks', '7c']",['8h'],['Tc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ad', 'Kd']","['As', '8h']","['7c', 'Qd', 'Jc']",['9d'],['Th'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['Kc', '8d']","['Qs', 'Jc', '4c']",['2h'],['Jd'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['Qs', '8h']","['6h', '9d', 'Kc']",['9s'],['Tc'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['As', 'Ks']","['Jc', '8s']","['3h', 'Jd', '2h']",['9s'],['4h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['Td', '8c']","['Ts', 'Jc', 'Qd']",['9h'],['6h'],"['Highly connected', 'Rainbow', 'Unpaired']",3.0
"['Ah', 'Kh']","['9c', '8d']","['4s', 'Qs', '7d']",['3d'],['2c'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ac', 'Kc']","['8d', '8c']","['9h', '8h', '4s']",['Ks'],['5d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ad', 'Kd']","['8d', '7d']","['As', '5d', '7h']",['Kc'],['9c'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['Ad', 'Kd']","['8s', '6s']","['9s', 'Td', '8h']",['Kh'],['Qd'],"['Highly connected', 'Rainbow', 'Unpaired']",3.0
"['As', 'Ks']","['8h', '5h']","['4d', 'Ac', 'Qc']",['4h'],['Kd'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', 'Ks']","['8d', '4d']","['Qh', '9h', '2s']",['5h'],['9s'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ad', 'Kd']","['8s', '3s']","['8c', '2h', '9d']",['3d'],['4d'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ad', 'Kd']","['8h', '2h']","['6s', 'Qh', '4d']",['3h'],['8c'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ac', 'Kc']","['Ad', '7s']","['7d', 'Tc', '6d']",['4d'],['2h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Ks']","['Kc', '7s']","['3c', 'Qh', '2s']",['Ts'],['4h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Kh']","['Qd', '7s']","['Jd', '4c', 'Tc']",['4d'],['Jc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Kc']","['Jc', '7d']","['4d', '8s', '7s']",['8h'],['2d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ah', 'Kh']","['Td', '7s']","['Kc', '9h', 'Th']",['7c'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ah', 'Kh']","['9d', '7s']","['Jh', '4s', 'Qc']",['3c'],['7h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Kh']","['8d', '7h']","['4c', '3s', '3c']",['3d'],['Jh'],"['Moderately connected', 'Two-tone', 'Paired']",4.75
"['Ac', 'Kc']","['7c', '7d']","['3s', '8c', 'Tc']",['Qd'],['4s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['7s', '6s']","['9c', 'Tc', '9d']",['4h'],['3d'],"['Moderately connected', 'Two-tone', 'Paired']",4.0
"['As', 'Ks']","['7c', '5c']","['3h', '5h', 'Th']",['Kc'],['Qs'],"['Moderately connected', 'Monotone', 'Unpaired']",4.5
"['Ac', 'Kc']","['7h', '4h']","['Ad', '3s', '9d']",['6s'],['Qs'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['As', 'Ks']","['7h', '3h']","['9d', '9c', 'Kh']",['Tc'],['5c'],"['Disconnected', 'Rainbow', 'Paired', 'King high']",1.0
"['Ah', 'Kh']","['7c', '2c']","['As', '6c', 'Qd']",['Ks'],['Tc'],"['Moderately connected', 'Rainbow', 'Unpaired', 'Ace high']",1.5
"['As', 'Ks']","['Ac', '6d']","['7d', '2c', '7c']",['4h'],['3d'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Ac', 'Kc']","['Ks', '6h']","['Ah', '8c', '3s']",['3h'],['Js'],"['Disconnected', 'Rainbow', 'Unpaired', 'Ace high']",0.0
"['Ah', 'Kh']","['Qs', '6c']","['7d', '6d', '9h']",['Ks'],['Jd'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['As', 'Ks']","['Js', '6c']","['Kh', 'Qc', '7c']",['3h'],['7h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ac', 'Kc']","['Th', '6c']","['5d', '8h', '4c']",['Js'],['Td'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
"['Ad', 'Kd']","['9c', '6d']","['Qc', '4d', '9s']",['3d'],['Ts'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ac', 'Kc']","['8s', '6h']","['9s', 'Qh', '7s']",['Kd'],['2d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Kc']","['7c', '6s']","['5c', '9c', '3c']",['2h'],['7h'],"['Moderately connected', 'Monotone', 'Unpaired']",5.25
"['Ad', 'Kd']","['6s', '6h']","['Qs', 'Kh', 'Kc']",['Js'],['3h'],"['Moderately connected', 'Rainbow', 'Paired', 'King high']",2.5
"['Ah', 'Kh']","['6c', '5c']","['4h', '8h', 'Qc']",['Qh'],['6d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ac', 'Kc']","['6h', '4h']","['Kh', '3h', '3c']",['Qd'],['Jh'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['As', 'Ks']","['6c', '3c']","['2d', 'Qh', 'Tc']",['Kc'],['5h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ac', 'Kc']","['6d', '2d']","['Qh', '5s', '7c']",['Jc'],['7s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', 'Ks']","['Ah', '5c']","['3c', '8c', '7d']",['4h'],['Qs'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['As', 'Ks']","['Kh', '5s']","['3s', '6d', '5c']",['8c'],['Kc'],"['Highly connected', 'Rainbow', 'Unpaired']",3.75
"['Ah', 'Kh']","['Qc', '5s']","['Qh', '2h', '3s']",['9s'],['6c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['Jd', '5h']","['5d', '3h', '7d']",['5s'],['Qc'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Ac', 'Kc']","['Ts', '5d']","['9s', '3d', 'Th']",['6c'],['2s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Kh']","['9d', '5c']","['6h', '7h', '4h']",['3s'],['6d'],"['Highly connected', 'Monotone', 'Unpaired']",6.75
"['As', 'Ks']","['8s', '5h']","['2c', 'Qh', '3h']",['Ac'],['6d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Kh']","['7d', '5h']","['Ks', 'Ad', 'Js']",['Td'],['5c'],"['Highly connected', 'Two-tone', 'Unpaired', 'Ace high']",4.5
"['Ac', 'Kc']","['6c', '5d']","['Qd', '7s', '9d']",['3d'],['2s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Kc']","['5d', '5c']","['4s', 'Th', '3c']",['Qh'],['2h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ad', 'Kd']","['5h', '4h']","['Jc', 'Jh', 'Td']",['Qs'],['3h'],"['Moderately connected', 'Rainbow', 'Paired']",2.5
"['As', 'Ks']","['5c', '3c']","['Ac', '5h', '7h']",['8d'],['Kh'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', 'Ks']","['5s', '2s']","['Ac', '7c', 'Qd']",['Td'],['Qh'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', 'Ks']","['Ah', '4d']","['6d', 'Qh', '3s']",['Kc'],['Ad'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ac', 'Kc']","['Kd', '4c']","['Kh', '7s', 'Th']",['As'],['5s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Ad', 'Kd']","['Qd', '4h']","['9s', '2h', 'Ts']",['Th'],['Jc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Ks']","['Jd', '4c']","['6d', '3c', 'Ts']",['2s'],['Qs'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['As', 'Ks']","['Td', '4c']","['Kc', '6c', '2c']",['7h'],['9h'],"['Disconnected', 'Monotone', 'Unpaired', 'King high']",3.0
"['Ac', 'Kc']","['9s', '4h']","['3h', '3c', '7c']",['8d'],['9h'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['As', 'Ks']","['8s', '4h']","['6s', '2d', '2h']",['6c'],['6h'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['As', 'Ks']","['7c', '4h']","['Ad', 'Ah', '9d']",['Jc'],['Ts'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Ad', 'Kd']","['6c', '4h']","['7h', '8c', 'Qc']",['Jc'],['6h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['5s', '4d']","['4s', '9h', '9d']",['Js'],['5c'],"['Disconnected', 'Rainbow', 'Paired']",1.75
"['As', 'Ks']","['4h', '4d']","['Jc', '7c', 'Kh']",['3h'],['8s'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ad', 'Kd']","['4s', '3s']","['7d', '7c', 'Td']",['6c'],['2d'],"['Disconnected', 'Two-tone', 'Paired']",2.5
"['Ah', 'Kh']","['4c', '2c']","['8d', 'Ad', '3c']",['8c'],['Qd'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ac', 'Kc']","['As', '3s']","['9c', 'Ts', '5c']",['2s'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['Kh', '3s']","['Js', '5h', '7c']",['Qs'],['Qc'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ac', 'Kc']","['Qs', '3h']","['8h', '3d', 'Qc']",['Qh'],['6h'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['As', 'Ks']","['Jd', '3h']","['4d', 'Qs', '9s']",['Kd'],['Kh'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['As', 'Ks']","['Ts', '3h']","['6c', '3d', 'Qd']",['9c'],['2d'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ac', 'Kc']","['9d', '3s']","['Jh', 'Ah', '2s']",['Qh'],['Tc'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['As', 'Ks']","['8d', '3c']","['7d', '5s', '3d']",['6d'],['Ac'],"['Highly connected', 'Two-tone', 'Unpaired']",5.25
"['Ad', 'Kd']","['7d', '3c']","['7c', 'Ac', '4d']",['7s'],['Qc'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ah', 'Kh']","['6h', '3c']","['2c', '3h', 'Tc']",['9h'],['Qs'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Ks']","['5c', '3h']","['Td', '4c', '7s']",['8d'],['2s'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['Ah', 'Kh']","['4c', '3h']","['6c', '8s', '2c']",['As'],['Ac'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.75
"['Ah', 'Kh']","['3d', '3c']","['2d', '6s', 'Kc']",['Td'],['3h'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['As', 'Ks']","['3c', '2c']","['2s', '2d', 'Kd']",['Th'],['6s'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['Ah', 'Kh']","['Ac', '2h']","['Th', '6c', 'Js']",['Jc'],['6s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', 'Ks']","['Kh', '2h']","['4d', 'Kd', 'Jd']",['Qh'],['Qd'],"['Moderately connected', 'Monotone', 'Unpaired', 'King high']",4.5
"['Ad', 'Kd']","['Qh', '2s']","['3s', 'Tc', 'Js']",['5c'],['Jc'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Kd']","['Js', '2h']","['9d', '6s', 'As']",['3d'],['4d'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ac', 'Kc']","['Td', '2c']","['6c', '7c', 'Ad']",['5h'],['3h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ah', 'Kh']","['9c', '2d']","['Jd', '2s', '9h']",['4c'],['Js'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ad', 'Kd']","['8c', '2d']","['9c', '4s', 'Qd']",['3h'],['Ts'],"['Disconnected', 'Rainbow', 'Unpaired']",0.0
"['As', 'Ks']","['7d', '2c']","['Kd', '4c', 'Tc']",['6d'],['5s'],"['Disconnected', 'Two-tone', 'Unpaired', 'King high']",1.5
"['Ad', 'Kd']","['6h', '2c']","['Th', 'Tc', 'Ts']",['4c'],['5d'],"['Disconnected', 'Rainbow', 'Trips']",2.0
"['As', 'Ks']","['5s', '2c']","['6h', '8c', 'Jh']",['Th'],['9d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Kc']","['4c', '2d']","['3d', 'Qd', '8c']",['6d'],['3h'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ad', 'Kd']","['3c', '2s']","['Kh', 'Kc', '7c']",['Qs'],['2d'],"['Disconnected', 'Two-tone', 'Paired', 'King high']",2.5
"['As', 'Ks']","['2s', '2d']","['Js', '6d', '7h']",['9d'],['4h'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Qh']","['As', 'Jh']","['Kc', '8d', '7c']",['8c'],['4c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'King high']",3.0
"['Ad', 'Qd']","['As', 'Ts']","['5s', 'Ah', '5h']",['6c'],['7s'],"['Disconnected', 'Two-tone', 'Paired', 'Ace high']",2.5
"['Ac', 'Qc']","['Ad', '9d']","['4h', '4d', '2s']",['8s'],['7d'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['Ac', 'Qc']","['Ad', '8d']","['Jd', '4s', '6d']",['Qh'],['9d'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Qs']","['Ad', '7d']","['Td', '3s', '8s']",['6d'],['8h'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ah', 'Qh']","['As', '6s']","['Ac', 'Ts', '4c']",['7h'],['Kd'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ad', 'Qd']","['Ah', '5h']","['5s', 'Kd', '2c']",['6s'],['5d'],"['Disconnected', 'Rainbow', 'Unpaired', 'King high']",0.0
"['Ac', 'Qc']","['Ah', '4h']","['Qs', '4d', '5s']",['2c'],['8c'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ac', 'Qc']","['As', '3c']","['6d', '4c', '4h']",['Ad'],['5c'],"['Moderately connected', 'Rainbow', 'Paired']",3.25
"['As', 'Qs']","['Ah', '2s']","['Ad', 'Th', 'Jh']",['2h'],['9c'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ad', 'Qd']","['As', 'Kc']","['8s', 'Jc', 'Qs']",['2d'],['6s'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['Ad', 'Qd']","['Kh', 'Kd']","['Js', '2c', '4d']",['Ts'],['7s'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['As', 'Qs']","['Kd', 'Qd']","['2s', 'Ts', '6h']",['Ah'],['Js'],"['Disconnected', 'Two-tone', 'Unpaired']",1.5
"['Ad', 'Qd']","['Kh', 'Jh']","['Td', 'Qs', '2d']",['8s'],['Ac'],"['Moderately connected', 'Two-tone', 'Unpaired']",3.0
"['As', 'Qs']","['Ks', 'Ts']","['9s', '5c', '5s']",['3c'],['9c'],"['Disconnected', 'Two-tone', 'Paired']",3.25
"['Ac', 'Qc']","['Kd', '9d']","['8h', 'Qs', 'Ah']",['4c'],['6h'],"['Moderately connected', 'Two-tone', 'Unpaired', 'Ace high']",3.0
"['Ah', 'Qh']","['Kc', '8c']","['Td', '8d', 'Js']",['Jd'],['2h'],"['Highly connected', 'Two-tone', 'Unpaired']",4.5
"['As', 'Qs']","['Kd', '7d']","['Ah', 'Jh', '8s']",['Kh'],['5h'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ah', 'Qh']","['Kh', '6h']","['3c', 'Jd', 'Ac']",['Th'],['Jh'],"['Disconnected', 'Two-tone', 'Unpaired', 'Ace high']",1.5
"['Ac', 'Qc']","['Kd', '5d']","['Kh', 'Qd', 'Th']",['9h'],['4h'],"['Highly connected', 'Two-tone', 'Unpaired', 'King high']",4.5
"['Ac', 'Qc']","['Kh', '4h']","['Tc', '3h', '8d']",['7c'],['2d'],"['Moderately connected', 'Rainbow', 'Unpaired']",1.5
"['Ah', 'Qh']","['Kc', '3c']","['9s', '5h', '6c']",['2s'],['7s'],"['Moderately connected', 'Rainbow', 'Unpaired']",2.25
